order_id,order_date,ship_mode,segment,region,product_id,category,sub_category,sales,quantity,discount,profit,year,month,day,dayofweek,weekofyear,unit_price
CA-2014-110030,2014-12-06,Second Class,Consumer,Central,FUR-FU-10002759,Furniture,Furnishings,23.976,3,0.6,-14.3856,2014,12,6,5,49,7.992
US-2014-140452,2014-12-06,Standard Class,Consumer,Central,FUR-FU-10002088,Furniture,Furnishings,10.776,3,0.6,-4.8492,2014,12,6,5,49,3.592
US-2014-140452,2014-12-06,Standard Class,Consumer,Central,FUR-TA-10004086,Furniture,Tables,214.95,5,0.5,-120.372,2014,12,6,5,49,42.989999999999995
CA-2014-144071,2014-12-08,Standard Class,Corporate,West,FUR-FU-10000397,Furniture,Furnishings,39.88,2,0.0,11.1664,2014,12,8,0,50,19.94
CA-2014-135608,2014-12-08,Second Class,Consumer,West,FUR-CH-10002602,Furniture,Chairs,603.92,5,0.2,45.294,2014,12,8,0,50,120.78399999999999
CA-2014-144071,2014-12-08,Standard Class,Corporate,West,FUR-FU-10000758,Furniture,Furnishings,79.44,3,0.0,28.5984,2014,12,8,0,50,26.48
US-2014-112991,2014-12-10,Standard Class,Corporate,West,FUR-CH-10001708,Furniture,Chairs,338.352,3,0.2,4.2294,2014,12,10,2,50,112.78399999999999
CA-2014-141607,2014-12-12,Standard Class,Consumer,West,FUR-FU-10003975,Furniture,Furnishings,43.31,1,0.0,4.331,2014,12,12,4,50,43.31
CA-2014-113320,2014-12-12,Second Class,Consumer,West,FUR-FU-10001706,Furniture,Furnishings,9.24,3,0.0,4.4352,2014,12,12,4,50,3.08
CA-2014-168494,2014-12-12,Second Class,Consumer,West,FUR-TA-10003473,Furniture,Tables,3610.848,12,0.2,135.4068,2014,12,12,4,50,300.904
CA-2014-168494,2014-12-12,Second Class,Consumer,West,FUR-TA-10004619,Furniture,Tables,764.688,6,0.2,95.586,2014,12,12,4,50,127.448
CA-2014-113320,2014-12-12,Second Class,Consumer,West,FUR-FU-10004270,Furniture,Furnishings,12.54,3,0.0,4.5144,2014,12,12,4,50,4.18
CA-2014-168494,2014-12-12,Second Class,Consumer,West,FUR-BO-10004467,Furniture,Bookcases,254.9745,3,0.15,11.9988,2014,12,12,4,50,84.9915
CA-2014-124079,2014-12-13,Standard Class,Corporate,West,FUR-FU-10002553,Furniture,Furnishings,87.96,3,0.2,7.6965,2014,12,13,5,50,29.319999999999997
US-2014-102631,2014-12-13,Standard Class,Corporate,Central,FUR-FU-10003930,Furniture,Furnishings,94.428,3,0.6,-42.4926,2014,12,13,5,50,31.476
US-2014-123519,2014-12-14,Standard Class,Consumer,East,FUR-TA-10002645,Furniture,Tables,136.53,1,0.4,-52.3365,2014,12,14,6,50,136.53
CA-2014-116568,2014-12-14,Standard Class,Consumer,South,FUR-CH-10002439,Furniture,Chairs,186.304,4,0.2,13.9728,2014,12,14,6,50,46.576
CA-2014-129938,2014-12-15,Second Class,Corporate,East,FUR-CH-10003774,Furniture,Chairs,445.802,7,0.3,-108.2662,2014,12,15,0,51,63.686
CA-2014-116673,2014-12-15,Second Class,Consumer,West,FUR-FU-10003829,Furniture,Furnishings,6.16,2,0.0,1.9712,2014,12,15,0,51,3.08
CA-2014-119466,2014-12-15,Standard Class,Corporate,Central,FUR-FU-10001546,Furniture,Furnishings,8.544,2,0.6,-7.476,2014,12,15,0,51,4.272
CA-2014-101602,2014-12-15,First Class,Consumer,Central,FUR-CH-10004675,Furniture,Chairs,763.28,5,0.3,-21.808,2014,12,15,0,51,152.656
CA-2014-124247,2014-12-16,Standard Class,Corporate,West,FUR-CH-10001854,Furniture,Chairs,1403.92,5,0.2,70.196,2014,12,16,1,51,280.784
CA-2014-100706,2014-12-16,Second Class,Consumer,South,FUR-FU-10002268,Furniture,Furnishings,29.46,6,0.0,9.7218,2014,12,16,1,51,4.91
CA-2014-136399,2014-12-16,First Class,Home Office,West,FUR-CH-10002602,Furniture,Chairs,241.568,2,0.2,18.1176,2014,12,16,1,51,120.784
CA-2014-136399,2014-12-16,First Class,Home Office,West,FUR-FU-10004090,Furniture,Furnishings,44.46,2,0.0,14.6718,2014,12,16,1,51,22.23
CA-2014-153913,2014-12-16,Second Class,Corporate,South,FUR-CH-10000988,Furniture,Chairs,1013.832,9,0.2,101.3832,2014,12,16,1,51,112.648
CA-2014-108273,2014-12-16,Standard Class,Consumer,Central,FUR-FU-10002116,Furniture,Furnishings,56.568,2,0.6,-74.9526,2014,12,16,1,51,28.284
CA-2014-113257,2014-12-16,Second Class,Consumer,Central,FUR-FU-10001706,Furniture,Furnishings,8.624,7,0.6,-2.5872,2014,12,16,1,51,1.232
CA-2014-120768,2014-12-19,Second Class,Consumer,South,FUR-CH-10000513,Furniture,Chairs,1819.86,14,0.0,163.7874,2014,12,19,4,51,129.98999999999998
CA-2014-134551,2014-12-20,Standard Class,Consumer,South,FUR-CH-10004287,Furniture,Chairs,662.88,3,0.2,74.574,2014,12,20,5,51,220.96
CA-2014-163412,2014-12-20,Second Class,Corporate,East,FUR-CH-10004875,Furniture,Chairs,192.186,3,0.1,36.3018,2014,12,20,5,51,64.062
CA-2014-136567,2014-12-20,First Class,Home Office,South,FUR-TA-10001932,Furniture,Tables,2244.48,7,0.0,493.7856,2014,12,20,5,51,320.64
CA-2014-136567,2014-12-20,First Class,Home Office,South,FUR-TA-10000617,Furniture,Tables,455.1,2,0.0,100.122,2014,12,20,5,51,227.55
CA-2014-138681,2014-12-20,First Class,Consumer,West,FUR-FU-10001876,Furniture,Furnishings,51.968,2,0.2,10.3936,2014,12,20,5,51,25.984
CA-2014-138681,2014-12-20,First Class,Consumer,West,FUR-CH-10004860,Furniture,Chairs,242.352,3,0.2,-42.4116,2014,12,20,5,51,80.784
CA-2014-160157,2014-12-20,Standard Class,Consumer,East,FUR-FU-10003773,Furniture,Furnishings,190.848,3,0.2,-21.4704,2014,12,20,5,51,63.61600000000001
CA-2014-154893,2014-12-21,Standard Class,Consumer,West,FUR-CH-10000595,Furniture,Chairs,572.16,3,0.2,35.76,2014,12,21,6,51,190.72
CA-2014-154893,2014-12-21,Standard Class,Consumer,West,FUR-CH-10004287,Furniture,Chairs,1325.76,6,0.2,149.148,2014,12,21,6,51,220.96
CA-2014-154158,2014-12-23,Second Class,Consumer,South,FUR-CH-10004698,Furniture,Chairs,64.784,1,0.2,6.4784,2014,12,23,1,52,64.784
CA-2014-114517,2014-12-23,Standard Class,Corporate,East,FUR-TA-10001676,Furniture,Tables,53.316,2,0.4,-19.5492,2014,12,23,1,52,26.658
US-2014-138247,2014-12-24,Standard Class,Home Office,West,FUR-FU-10002554,Furniture,Furnishings,23.99,1,0.0,5.5177,2014,12,24,2,52,23.99
CA-2014-156314,2014-12-24,First Class,Consumer,East,FUR-FU-10003096,Furniture,Furnishings,30.36,5,0.2,8.7285,2014,12,24,2,52,6.072
US-2014-167738,2014-12-24,Standard Class,Corporate,West,FUR-CH-10001146,Furniture,Chairs,292.272,6,0.2,18.267,2014,12,24,2,52,48.711999999999996
CA-2014-106264,2014-12-26,Standard Class,Consumer,West,FUR-FU-10001852,Furniture,Furnishings,3.48,2,0.0,1.1136,2014,12,26,4,52,1.74
CA-2014-111451,2014-12-26,First Class,Corporate,West,FUR-FU-10004091,Furniture,Furnishings,300.416,8,0.2,78.8592,2014,12,26,4,52,37.552
CA-2014-111451,2014-12-26,First Class,Corporate,West,FUR-CH-10001891,Furniture,Chairs,230.352,3,0.2,20.1558,2014,12,26,4,52,76.784
CA-2014-111451,2014-12-26,First Class,Corporate,West,FUR-FU-10002918,Furniture,Furnishings,218.352,3,0.2,-24.5646,2014,12,26,4,52,72.784
US-2014-152030,2014-12-26,Second Class,Home Office,Central,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.5794,2014,12,26,4,52,200.186
US-2014-159611,2014-12-27,Second Class,Consumer,East,FUR-FU-10004904,Furniture,Furnishings,182.352,3,0.2,-18.2352,2014,12,27,5,52,60.784
US-2014-106334,2014-12-27,Standard Class,Consumer,West,FUR-CH-10004886,Furniture,Chairs,230.28,3,0.2,23.028,2014,12,27,5,52,76.76
CA-2014-162866,2014-12-27,Standard Class,Consumer,Central,FUR-FU-10001473,Furniture,Furnishings,32.952,6,0.6,-19.7712,2014,12,27,5,52,5.492
CA-2014-163447,2014-12-27,Standard Class,Home Office,East,FUR-CH-10004477,Furniture,Chairs,767.214,14,0.1,161.9674,2014,12,27,5,52,54.801
CA-2014-118276,2014-12-29,Standard Class,Home Office,Central,FUR-FU-10002111,Furniture,Furnishings,8.736,3,0.6,-4.8048,2014,12,29,0,1,2.9120000000000004
CA-2014-110786,2014-12-29,Standard Class,Corporate,West,FUR-FU-10000672,Furniture,Furnishings,70.56,6,0.0,23.9904,2014,12,29,0,1,11.76
CA-2014-126802,2014-12-29,Standard Class,Consumer,Central,FUR-FU-10000193,Furniture,Furnishings,38.976,3,0.6,-50.6688,2014,12,29,0,1,12.991999999999999
CA-2014-110786,2014-12-29,Standard Class,Corporate,West,FUR-FU-10000550,Furniture,Furnishings,24.9,5,0.0,8.217,2014,12,29,0,1,4.9799999999999995
US-2014-115189,2014-12-30,Second Class,Corporate,East,FUR-TA-10004575,Furniture,Tables,523.764,3,0.4,-192.0468,2014,12,30,1,1,174.588
US-2014-143231,2014-12-31,First Class,Home Office,East,FUR-FU-10002501,Furniture,Furnishings,63.2,5,0.0,23.384,2014,12,31,2,1,12.64
CA-2014-133592,2014-12-31,Standard Class,Home Office,East,FUR-CH-10004218,Furniture,Chairs,605.88,6,0.0,151.47,2014,12,31,2,1,100.98
CA-2014-150245,2014-12-31,Second Class,Corporate,East,FUR-BO-10002613,Furniture,Bookcases,1573.488,7,0.2,196.686,2014,12,31,2,1,224.78400000000002
CA-2014-133592,2014-12-31,Standard Class,Home Office,East,FUR-BO-10000362,Furniture,Bookcases,341.96,2,0.0,78.6508,2014,12,31,2,1,170.98
CA-2015-146262,2015-01-02,Standard Class,Corporate,East,FUR-BO-10004695,Furniture,Bookcases,452.45,5,0.5,-244.323,2015,1,2,4,1,90.49
CA-2015-141243,2015-01-03,Second Class,Consumer,Central,FUR-BO-10003272,Furniture,Bookcases,1352.3976,9,0.32,-437.5404,2015,1,3,5,1,150.2664
CA-2015-104241,2015-01-04,Standard Class,Corporate,South,FUR-FU-10001473,Furniture,Furnishings,192.22,14,0.0,69.1992,2015,1,4,6,1,13.73
CA-2015-154970,2015-01-05,Standard Class,Home Office,West,FUR-CH-10003396,Furniture,Chairs,61.584,1,0.2,-6.9282,2015,1,5,0,2,61.584
US-2015-157154,2015-01-10,Standard Class,Consumer,East,FUR-TA-10001889,Furniture,Tables,1018.104,4,0.4,-373.3048,2015,1,10,5,2,254.526
CA-2015-137526,2015-01-13,Standard Class,Consumer,West,FUR-FU-10001861,Furniture,Furnishings,77.6,4,0.0,38.024,2015,1,13,1,3,19.4
CA-2015-137526,2015-01-13,Standard Class,Consumer,West,FUR-FU-10004845,Furniture,Furnishings,464.85,9,0.0,92.97,2015,1,13,1,3,51.650000000000006
US-2015-101399,2015-01-17,Standard Class,Home Office,Central,FUR-FU-10002918,Furniture,Furnishings,254.744,7,0.6,-312.0614,2015,1,17,5,3,36.392
CA-2015-141250,2015-01-19,Standard Class,Consumer,Central,FUR-CH-10004875,Furniture,Chairs,199.304,4,0.3,-8.5416,2015,1,19,0,4,49.826
CA-2015-141250,2015-01-19,Standard Class,Consumer,Central,FUR-TA-10002855,Furniture,Tables,102.438,1,0.3,-13.1706,2015,1,19,0,4,102.438
CA-2015-164777,2015-01-27,First Class,Consumer,West,FUR-CH-10002024,Furniture,Chairs,2803.92,5,0.2,0.0,2015,1,27,1,5,560.784
CA-2015-168746,2015-01-27,Second Class,Consumer,East,FUR-CH-10000513,Furniture,Chairs,181.986,2,0.3,-54.5958,2015,1,27,1,5,90.993
CA-2015-116638,2015-01-28,Second Class,Consumer,South,FUR-TA-10000198,Furniture,Tables,4297.644,13,0.4,-1862.3124,2015,1,28,2,5,330.588
CA-2015-121797,2015-01-30,Standard Class,Consumer,West,FUR-FU-10001876,Furniture,Furnishings,227.36,7,0.0,81.8496,2015,1,30,4,5,32.480000000000004
CA-2015-149587,2015-01-31,Second Class,Consumer,Central,FUR-FU-10003799,Furniture,Furnishings,53.34,3,0.0,16.5354,2015,1,31,5,5,17.78
CA-2015-157959,2015-02-03,First Class,Corporate,West,FUR-FU-10004093,Furniture,Furnishings,136.92,4,0.0,41.076,2015,2,3,1,6,34.23
CA-2015-127327,2015-02-03,Standard Class,Corporate,East,FUR-CH-10004218,Furniture,Chairs,90.882,1,0.1,15.147,2015,2,3,1,6,90.882
CA-2015-140921,2015-02-03,First Class,Consumer,Central,FUR-FU-10003347,Furniture,Furnishings,28.4,2,0.0,11.076,2015,2,3,1,6,14.2
CA-2015-156482,2015-02-06,Standard Class,Consumer,East,FUR-CH-10001708,Furniture,Chairs,1268.82,9,0.0,266.4522,2015,2,6,4,6,140.98
CA-2015-156482,2015-02-06,Standard Class,Consumer,East,FUR-BO-10002598,Furniture,Bookcases,283.92,4,0.0,82.3368,2015,2,6,4,6,70.98
CA-2015-135391,2015-02-09,Second Class,Corporate,Central,FUR-FU-10001986,Furniture,Furnishings,40.784,2,0.6,-30.588,2015,2,9,0,7,20.392
CA-2015-146038,2015-02-09,Standard Class,Consumer,West,FUR-CH-10002774,Furniture,Chairs,203.92,5,0.2,22.941,2015,2,9,0,7,40.784
CA-2015-105725,2015-02-18,Standard Class,Consumer,West,FUR-TA-10001676,Furniture,Tables,35.544,1,0.2,-0.8886,2015,2,18,2,8,35.544
CA-2015-104129,2015-02-27,Standard Class,Corporate,East,FUR-TA-10004152,Furniture,Tables,493.92,7,0.3,-28.224,2015,2,27,4,9,70.56
US-2015-145436,2015-02-28,Standard Class,Consumer,South,FUR-CH-10004860,Furniture,Chairs,161.568,2,0.2,-28.2744,2015,2,28,5,9,80.784
US-2015-145436,2015-02-28,Standard Class,Consumer,South,FUR-CH-10004477,Furniture,Chairs,389.696,8,0.2,43.8408,2015,2,28,5,9,48.712
CA-2015-133585,2015-03-01,First Class,Corporate,Central,FUR-BO-10001811,Furniture,Bookcases,1227.9984,6,0.32,-36.1176,2015,3,1,6,9,204.66639999999998
CA-2015-102316,2015-03-01,Second Class,Corporate,West,FUR-CH-10003396,Furniture,Chairs,184.752,3,0.2,-20.7846,2015,3,1,6,9,61.584
CA-2015-110457,2015-03-02,Standard Class,Consumer,West,FUR-TA-10001768,Furniture,Tables,787.53,3,0.0,165.3813,2015,3,2,0,10,262.51
CA-2015-125185,2015-03-05,Second Class,Corporate,East,FUR-CH-10002647,Furniture,Chairs,99.372,2,0.3,-7.098,2015,3,5,3,10,49.686
CA-2015-109512,2015-03-05,Same Day,Consumer,East,FUR-CH-10001146,Furniture,Chairs,383.607,7,0.1,63.9345,2015,3,5,3,10,54.801
CA-2015-140221,2015-03-05,Second Class,Consumer,Central,FUR-FU-10000023,Furniture,Furnishings,4.712,2,0.6,-1.8848,2015,3,5,3,10,2.356
CA-2015-125185,2015-03-05,Second Class,Corporate,East,FUR-FU-10003247,Furniture,Furnishings,33.568,2,0.2,-5.4548,2015,3,5,3,10,16.784
CA-2015-142944,2015-03-06,Standard Class,Consumer,West,FUR-FU-10000308,Furniture,Furnishings,435.26,7,0.0,95.7572,2015,3,6,4,10,62.18
CA-2015-105627,2015-03-08,Standard Class,Consumer,Central,FUR-CH-10002084,Furniture,Chairs,860.93,7,0.0,189.4046,2015,3,8,6,10,122.99
CA-2015-105627,2015-03-08,Standard Class,Consumer,Central,FUR-BO-10002916,Furniture,Bookcases,512.94,3,0.0,97.4586,2015,3,8,6,10,170.98000000000002
CA-2015-105627,2015-03-08,Standard Class,Consumer,Central,FUR-FU-10000308,Furniture,Furnishings,373.08,6,0.0,82.0776,2015,3,8,6,10,62.18
CA-2015-128083,2015-03-12,Standard Class,Corporate,South,FUR-FU-10003194,Furniture,Furnishings,30.88,4,0.2,3.86,2015,3,12,3,11,7.72
CA-2015-128083,2015-03-12,Standard Class,Corporate,South,FUR-FU-10001731,Furniture,Furnishings,6.408,3,0.2,1.4418,2015,3,12,3,11,2.136
CA-2015-114237,2015-03-13,First Class,Consumer,West,FUR-BO-10004409,Furniture,Bookcases,141.96,2,0.0,39.7488,2015,3,13,4,11,70.98
US-2015-139675,2015-03-13,Second Class,Home Office,West,FUR-CH-10004063,Furniture,Chairs,915.136,4,0.2,102.9528,2015,3,13,4,11,228.784
US-2015-139675,2015-03-13,Second Class,Home Office,West,FUR-FU-10001979,Furniture,Furnishings,327.76,8,0.0,91.7728,2015,3,13,4,11,40.97
CA-2015-144722,2015-03-16,Standard Class,Corporate,West,FUR-FU-10001215,Furniture,Furnishings,43.13,1,0.0,18.1146,2015,3,16,0,12,43.13
CA-2015-112116,2015-03-16,Second Class,Consumer,West,FUR-TA-10001039,Furniture,Tables,171.96,2,0.0,44.7096,2015,3,16,0,12,85.98
CA-2015-168088,2015-03-19,First Class,Home Office,Central,FUR-BO-10004218,Furniture,Bookcases,383.4656,4,0.32,-67.6704,2015,3,19,3,12,95.8664
US-2015-163279,2015-03-22,Standard Class,Corporate,West,FUR-FU-10000747,Furniture,Furnishings,91.96,2,0.0,15.6332,2015,3,22,6,12,45.98
US-2015-125374,2015-03-23,Standard Class,Consumer,Central,FUR-CH-10003396,Furniture,Chairs,107.772,2,0.3,-29.2524,2015,3,23,0,13,53.886
CA-2015-145457,2015-03-24,Second Class,Corporate,West,FUR-FU-10003832,Furniture,Furnishings,46.9,5,0.0,13.132,2015,3,24,1,13,9.379999999999999
CA-2015-118423,2015-03-24,First Class,Home Office,Central,FUR-BO-10000362,Furniture,Bookcases,359.058,3,0.3,-35.9058,2015,3,24,1,13,119.68599999999999
CA-2015-164301,2015-03-26,Standard Class,Corporate,West,FUR-TA-10001889,Furniture,Tables,3393.68,8,0.0,610.8624,2015,3,26,3,13,424.21
US-2015-103996,2015-03-29,Second Class,Consumer,West,FUR-FU-10004586,Furniture,Furnishings,19.92,3,0.0,9.5616,2015,3,29,6,13,6.640000000000001
CA-2015-153549,2015-03-29,Second Class,Home Office,South,FUR-CH-10004086,Furniture,Chairs,1166.92,5,0.2,131.2785,2015,3,29,6,13,233.38400000000001
CA-2015-104871,2015-03-30,Standard Class,Home Office,Central,FUR-CH-10003298,Furniture,Chairs,366.744,4,0.3,-110.0232,2015,3,30,0,14,91.686
CA-2015-128125,2015-03-31,Standard Class,Corporate,Central,FUR-FU-10001085,Furniture,Furnishings,22.38,3,0.6,-7.833,2015,3,31,1,14,7.46
CA-2015-110667,2015-04-04,Standard Class,Home Office,East,FUR-FU-10004622,Furniture,Furnishings,108.4,2,0.0,22.764,2015,4,4,5,14,54.2
CA-2015-167010,2015-04-05,Standard Class,Home Office,East,FUR-BO-10004218,Furniture,Bookcases,352.45,5,0.5,-211.47,2015,4,5,6,14,70.49
CA-2015-167010,2015-04-05,Standard Class,Home Office,East,FUR-FU-10001037,Furniture,Furnishings,7.584,1,0.2,2.37,2015,4,5,6,14,7.584
CA-2015-167010,2015-04-05,Standard Class,Home Office,East,FUR-FU-10001468,Furniture,Furnishings,547.136,4,0.2,-68.392,2015,4,5,6,14,136.784
CA-2015-161452,2015-04-05,Standard Class,Corporate,West,FUR-CH-10003973,Furniture,Chairs,892.224,3,0.2,89.2224,2015,4,5,6,14,297.408
CA-2015-142027,2015-04-09,Standard Class,Consumer,West,FUR-TA-10002774,Furniture,Tables,369.912,3,0.2,-13.8717,2015,4,9,3,15,123.30399999999999
CA-2015-125563,2015-04-11,Standard Class,Consumer,South,FUR-FU-10000087,Furniture,Furnishings,54.528,3,0.2,14.3136,2015,4,11,5,15,18.176
CA-2015-125563,2015-04-11,Standard Class,Consumer,South,FUR-FU-10001290,Furniture,Furnishings,67.36,2,0.2,10.104,2015,4,11,5,15,33.68
CA-2015-106257,2015-04-13,Second Class,Consumer,West,FUR-TA-10002530,Furniture,Tables,241.568,2,0.2,-15.098,2015,4,13,0,16,120.784
US-2015-120502,2015-04-13,Standard Class,Corporate,West,FUR-FU-10004973,Furniture,Furnishings,37.68,2,0.0,15.8256,2015,4,13,0,16,18.84
CA-2015-133452,2015-04-13,Standard Class,Consumer,West,FUR-TA-10003954,Furniture,Tables,710.832,3,0.2,-97.7394,2015,4,13,0,16,236.944
US-2015-168704,2015-04-13,Standard Class,Consumer,Central,FUR-TA-10002530,Furniture,Tables,211.372,2,0.3,-45.294,2015,4,13,0,16,105.686
US-2015-168704,2015-04-13,Standard Class,Consumer,Central,FUR-TA-10000688,Furniture,Tables,609.98,4,0.3,-113.282,2015,4,13,0,16,152.495
CA-2015-137974,2015-04-16,First Class,Consumer,South,FUR-FU-10001468,Furniture,Furnishings,1196.86,7,0.0,119.686,2015,4,16,3,16,170.98
CA-2015-142734,2015-04-16,Standard Class,Corporate,East,FUR-CH-10003968,Furniture,Chairs,127.764,2,0.1,2.8392,2015,4,16,3,16,63.882
CA-2015-137974,2015-04-16,First Class,Consumer,South,FUR-BO-10001519,Furniture,Bookcases,523.26,9,0.0,125.5824,2015,4,16,3,16,58.14
CA-2015-115742,2015-04-18,Standard Class,Consumer,Central,FUR-CH-10003061,Furniture,Chairs,89.99,1,0.0,17.0981,2015,4,18,5,16,89.99
CA-2015-115742,2015-04-18,Standard Class,Consumer,Central,FUR-FU-10001706,Furniture,Furnishings,6.16,2,0.0,2.9568,2015,4,18,5,16,3.08
US-2015-163433,2015-04-18,Second Class,Corporate,Central,FUR-CH-10000225,Furniture,Chairs,56.686,1,0.3,-20.245,2015,4,18,5,16,56.686
CA-2015-149342,2015-04-20,Standard Class,Corporate,South,FUR-FU-10002937,Furniture,Furnishings,595.38,6,0.0,297.69,2015,4,20,0,17,99.23
CA-2015-107678,2015-04-21,Standard Class,Consumer,South,FUR-CH-10001891,Furniture,Chairs,191.96,2,0.0,51.8292,2015,4,21,1,17,95.98
CA-2015-107678,2015-04-21,Standard Class,Consumer,South,FUR-FU-10003394,Furniture,Furnishings,209.88,3,0.0,35.6796,2015,4,21,1,17,69.96
CA-2015-130365,2015-04-25,Standard Class,Consumer,Central,FUR-CH-10003535,Furniture,Chairs,128.058,3,0.3,-23.7822,2015,4,25,5,17,42.686
US-2015-134026,2015-04-26,Standard Class,Consumer,South,FUR-CH-10000513,Furniture,Chairs,831.936,8,0.2,-114.3912,2015,4,26,6,17,103.992
CA-2015-122266,2015-04-26,Standard Class,Consumer,South,FUR-TA-10000577,Furniture,Tables,191.5155,1,0.45,-76.6062,2015,4,26,6,17,191.5155
US-2015-114839,2015-04-26,Standard Class,Consumer,Central,FUR-CH-10004086,Furniture,Chairs,408.422,2,0.3,-5.8346,2015,4,26,6,17,204.211
CA-2015-137302,2015-04-26,Standard Class,Corporate,West,FUR-CH-10002017,Furniture,Chairs,63.936,3,0.2,6.3936,2015,4,26,6,17,21.312
US-2015-134026,2015-04-26,Standard Class,Consumer,South,FUR-FU-10003708,Furniture,Furnishings,97.04,2,0.2,1.213,2015,4,26,6,17,48.52
CA-2015-124450,2015-04-27,Standard Class,Consumer,East,FUR-CH-10000309,Furniture,Chairs,1267.53,3,0.0,316.8825,2015,4,27,0,18,422.51
US-2015-164175,2015-04-30,Standard Class,Home Office,Central,FUR-CH-10001146,Furniture,Chairs,213.115,5,0.3,-15.2225,2015,4,30,3,18,42.623000000000005
US-2015-115238,2015-04-30,Standard Class,Corporate,East,FUR-FU-10002960,Furniture,Furnishings,31.4,5,0.0,13.188,2015,4,30,3,18,6.279999999999999
US-2015-115238,2015-04-30,Standard Class,Corporate,East,FUR-FU-10001025,Furniture,Furnishings,24.3,5,0.0,10.449,2015,4,30,3,18,4.86
US-2015-115238,2015-04-30,Standard Class,Corporate,East,FUR-FU-10002445,Furniture,Furnishings,9.48,1,0.0,3.792,2015,4,30,3,18,9.48
CA-2015-161998,2015-05-01,Standard Class,Corporate,South,FUR-FU-10001095,Furniture,Furnishings,63.552,3,0.2,14.2992,2015,5,1,4,18,21.184
CA-2015-107937,2015-05-03,Standard Class,Home Office,West,FUR-FU-10002298,Furniture,Furnishings,665.88,6,0.0,106.5408,2015,5,3,6,18,110.98
CA-2015-112130,2015-05-03,Standard Class,Consumer,East,FUR-CH-10002965,Furniture,Chairs,844.116,6,0.3,-36.1764,2015,5,3,6,18,140.686
CA-2015-144253,2015-05-04,Second Class,Corporate,East,FUR-FU-10002671,Furniture,Furnishings,26.8,2,0.0,12.864,2015,5,4,0,19,13.4
CA-2015-129700,2015-05-04,First Class,Corporate,Central,FUR-FU-10001940,Furniture,Furnishings,22.288,7,0.6,-8.9152,2015,5,4,0,19,3.184
CA-2015-137512,2015-05-07,Standard Class,Consumer,Central,FUR-TA-10001095,Furniture,Tables,244.006,2,0.3,-31.3722,2015,5,7,3,19,122.003
US-2015-160857,2015-05-08,Standard Class,Consumer,East,FUR-CH-10002647,Furniture,Chairs,127.764,2,0.1,21.294,2015,5,8,4,19,63.882
US-2015-160857,2015-05-08,Standard Class,Consumer,East,FUR-FU-10001095,Furniture,Furnishings,79.44,3,0.0,30.1872,2015,5,8,4,19,26.48
CA-2015-136798,2015-05-08,Standard Class,Consumer,Central,FUR-FU-10000723,Furniture,Furnishings,123.96,3,0.0,11.1564,2015,5,8,4,19,41.32
CA-2015-113971,2015-05-08,Standard Class,Corporate,East,FUR-FU-10001852,Furniture,Furnishings,8.352,6,0.2,1.2528,2015,5,8,4,19,1.3920000000000001
CA-2015-135727,2015-05-11,Second Class,Home Office,West,FUR-CH-10004540,Furniture,Chairs,191.968,7,0.2,16.7972,2015,5,11,0,20,27.424
CA-2015-131856,2015-05-12,Standard Class,Consumer,Central,FUR-FU-10000175,Furniture,Furnishings,21.968,4,0.6,-15.9268,2015,5,12,1,20,5.492
CA-2015-100146,2015-05-14,Standard Class,Corporate,West,FUR-FU-10001979,Furniture,Furnishings,122.91,3,0.0,34.4148,2015,5,14,3,20,40.97
CA-2015-100146,2015-05-14,Standard Class,Corporate,West,FUR-BO-10004015,Furniture,Bookcases,509.9575,5,0.15,41.9965,2015,5,14,3,20,101.9915
CA-2015-100146,2015-05-14,Standard Class,Corporate,West,FUR-CH-10004495,Furniture,Chairs,722.352,3,0.2,81.2646,2015,5,14,3,20,240.784
CA-2015-100146,2015-05-14,Standard Class,Corporate,West,FUR-CH-10003833,Furniture,Chairs,97.568,2,0.2,-6.098,2015,5,14,3,20,48.784
CA-2015-153535,2015-05-20,Standard Class,Consumer,South,FUR-FU-10001986,Furniture,Furnishings,163.136,4,0.2,20.392,2015,5,20,2,21,40.784
CA-2015-136805,2015-05-23,Second Class,Home Office,Central,FUR-FU-10003724,Furniture,Furnishings,75.33,9,0.0,19.5858,2015,5,23,5,21,8.37
US-2015-165512,2015-05-24,Second Class,Consumer,Central,FUR-CH-10002880,Furniture,Chairs,602.651,7,0.3,-163.5767,2015,5,24,6,21,86.09299999999999
CA-2015-141768,2015-05-25,Second Class,Home Office,West,FUR-FU-10002268,Furniture,Furnishings,14.73,3,0.0,4.8609,2015,5,25,0,22,4.91
CA-2015-143147,2015-05-26,Second Class,Consumer,Central,FUR-CH-10000863,Furniture,Chairs,105.686,1,0.3,-28.6862,2015,5,26,1,22,105.686
CA-2015-143147,2015-05-26,Second Class,Consumer,Central,FUR-CH-10004754,Furniture,Chairs,104.93,5,0.3,-4.497,2015,5,26,1,22,20.986
CA-2015-148964,2015-05-26,Standard Class,Consumer,West,FUR-FU-10003849,Furniture,Furnishings,20.24,1,0.0,7.8936,2015,5,26,1,22,20.24
CA-2015-111339,2015-05-29,First Class,Corporate,East,FUR-CH-10000863,Furniture,Chairs,317.058,3,0.3,-86.0586,2015,5,29,4,22,105.68599999999999
